Name,Season,Injury,From date,Till date,Days missed
Harry Maguire,18/19,Knee injury,"Nov 3, 2018","Dec 8, 2018",35 days
Christian Eriksen,23/24,Knee injury,"Nov 11, 2023","Dec 22, 2023",41 days
Christian Eriksen,22/23,Ankle injury,"Jan 29, 2023","Apr 6, 2023",67 days
Christian Eriksen,21/22,Fitness,"Jan 31, 2022","Feb 25, 2022",25 days
Christian Eriksen,20/21,heart problems,"Jun 13, 2021","Jan 30, 2022",231 days
Christian Eriksen,19/20,Muscle strain,"Oct 16, 2019","Oct 21, 2019",5 days
Christian Eriksen,18/19,Abdominal muscle strain,"Sep 22, 2018","Oct 20, 2018",28 days
Christian Eriksen,15/16,Knee injury,"Aug 21, 2015","Sep 17, 2015",27 days
Christian Eriksen,13/14,unknown injury,"Nov 16, 2013","Dec 10, 2013",24 days
Christian Eriksen,10-Nov,flu,"Sep 11, 2010","Sep 15, 2010",4 days
Luke Shaw,23/24,Muscle injury,"Aug 23, 2023","Nov 23, 2023",92 days
Luke Shaw,22/23,unknown injury,"Apr 6, 2023","Apr 19, 2023",13 days
Luke Shaw,21/22,Leg injury,"Apr 2, 2022","May 13, 2022",41 days
Luke Shaw,21/22,Corona virus,"Mar 2, 2022","Mar 16, 2022",14 days
Luke Shaw,21/22,Hamstring injury,"Jan 18, 2022","Jan 31, 2022",13 days
Luke Shaw,21/22,Head injury,"Nov 20, 2021","Dec 7, 2021",17 days
Luke Shaw,20/21,Hamstring injury,"Nov 7, 2020","Dec 7, 2020",30 days
Luke Shaw,20/21,Ankle injury,"Jul 14, 2020","Sep 11, 2020",59 days
Luke Shaw,19/20,Ill,"Jan 3, 2020","Jan 10, 2020",7 days
Luke Shaw,19/20,Muscle injury,"Oct 18, 2019","Nov 27, 2019",40 days
Luke Shaw,19/20,Hamstring injury,"Aug 24, 2019","Oct 7, 2019",44 days
Luke Shaw,18/19,bruise,"Mar 18, 2019","Mar 29, 2019",11 days
Luke Shaw,18/19,bruise,"Dec 2, 2018","Dec 21, 2018",19 days
Luke Shaw,18/19,Ankle injury,"Oct 7, 2018","Oct 19, 2018",12 days
Victor Lindelof,23/24,Hamstring injury,"Mar 30, 2024","May 22, 2024",53 days
Victor Lindelof,23/24,Groin injury,"Dec 7, 2023","Feb 2, 2024",57 days
Victor Lindelof,22/23,Back problems,"Aug 7, 2022","Aug 31, 2022",24 days
Victor Lindelof,21/22,Ill,"Jan 31, 2022","Feb 7, 2022",7 days
Victor Lindelof,21/22,Corona virus,"Dec 26, 2021","Jan 5, 2022",10 days
Victor Lindelof,21/22,heart problems,"Dec 11, 2021","Dec 21, 2021",10 days
Victor Lindelof,20/21,Back injury,"Dec 27, 2020","Jan 6, 2021",10 days
Victor Lindelof,19/20,Back injury,"Jul 5, 2020","Jul 8, 2020",3 days
Victor Lindelof,19/20,Ill,"Jan 20, 2020","Jan 25, 2020",5 days
Victor Lindelof,19/20,Back injury,"Nov 3, 2019","Nov 9, 2019",6 days
Victor Lindelof,18/19,Groin strain,"Nov 25, 2018","Dec 15, 2018",20 days
Lisandro Martinez,23/24,Calf strain,"Apr 2, 2024","May 1, 2024",29 days
Lisandro Martinez,23/24,Knee injury,"Feb 4, 2024","Mar 29, 2024",54 days
Lisandro Martinez,23/24,Foot injury,"Sep 21, 2023","Jan 4, 2024",105 days
Lisandro Martinez,22/23,Metatarsal fracture,"Apr 14, 2023","Jun 30, 2023",77 days
Lisandro Martinez,21/22,Muscle injury,"Mar 21, 2022","May 22, 2022",62 days
Lisandro Martinez,21/22,unknown injury,"Dec 21, 2021","Dec 31, 2021",10 days
Lisandro Martinez,20/21,Knock,"Sep 13, 2020","Sep 19, 2020",6 days
Lisandro Martinez,19/20,Hamstring injury,"Jul 5, 2019","Jul 25, 2019",20 days
Andre Onana,21/22,Groin injury,"Apr 16, 2022","Jun 30, 2022",75 days
Andre Onana,19/20,Shoulder injury,"Jan 25, 2020","Feb 1, 2020",7 days
Andre Onana,18/19,Ill,"Jan 19, 2019","Jan 23, 2019",4 days
Andre Onana,18/19,Rest,"Oct 31, 2018","Oct 31, 2018",0 days
Andre Onana,17/18,Rest,"Sep 20, 2017","Sep 20, 2017",0 days
Andre Onana,16/17,Rest,"Oct 26, 2016","Oct 26, 2016",0 days
Aaron Wan-Bissaka,23/24,unknown injury,"Jan 1, 2024","Mar 13, 2024",72 days
Aaron Wan-Bissaka,23/24,Hamstring injury,"Sep 16, 2023","Oct 30, 2023",44 days
Aaron Wan-Bissaka,22/23,Back problems,"Sep 12, 2022","Oct 25, 2022",43 days
Aaron Wan-Bissaka,21/22,Ill,"Jan 14, 2022","Jan 23, 2022",9 days
Aaron Wan-Bissaka,21/22,Hand injury,"Nov 29, 2021","Dec 4, 2021",5 days
Aaron Wan-Bissaka,19/20,Back injury,"Mar 2, 2020","Mar 7, 2020",5 days
Aaron Wan-Bissaka,19/20,Tonsillitis,"Sep 27, 2019","Oct 19, 2019",22 days
Aaron Wan-Bissaka,19/20,Back injury,"Sep 3, 2019","Sep 13, 2019",10 days
Aaron Wan-Bissaka,18/19,Hamstring injury,"Feb 10, 2019","Mar 2, 2019",20 days
Aaron Wan-Bissaka,18/19,Shoulder injury,"Nov 11, 2018","Nov 23, 2018",12 days
Diogo Dalot,22/23,Hamstring injury,"Jan 11, 2023","Feb 2, 2023",22 days
Diogo Dalot,19/20,Groin injury,"Oct 18, 2019","Jan 2, 2020",76 days
Diogo Dalot,19/20,Knock,"Sep 20, 2019","Oct 2, 2019",12 days
Diogo Dalot,19/20,Hip injury,"Aug 4, 2019","Sep 17, 2019",44 days
Diogo Dalot,18/19,Knock,"Dec 9, 2018","Dec 15, 2018",6 days
Diogo Dalot,18/19,unknown injury,"Oct 17, 2018","Nov 30, 2018",44 days
Diogo Dalot,17/18,Meniscus injury,"Apr 28, 2018","Aug 30, 2018",124 days
Rasmus Hojlund,23/24,Muscle injury,"Feb 23, 2024","Mar 8, 2024",14 days
Rasmus Hojlund,23/24,Ill,"Dec 29, 2023","Jan 1, 2024",3 days
Rasmus Hojlund,23/24,Hamstring strain,"Nov 11, 2023","Nov 27, 2023",16 days
Rasmus Hojlund,23/24,Back injury,"Aug 1, 2023","Aug 31, 2023",30 days
Rasmus Hojlund,22/23,Adductor pain,"May 3, 2023","May 12, 2023",9 days
Tyrell Malacia,21/22,Hamstring injury,"May 12, 2022","May 24, 2022",12 days
Tyrell Malacia,21/22,minor knock,"Mar 16, 2022","Mar 19, 2022",3 days
Tyrell Malacia,21/22,Rest,"Dec 8, 2021","Dec 10, 2021",2 days
Tyrell Malacia,20/21,Ill,"Mar 26, 2021","Mar 28, 2021",2 days
Tyrell Malacia,20/21,Knock,"Nov 21, 2020","Nov 30, 2020",9 days
Tyrell Malacia,19/20,Hip injury,"Jul 1, 2020","Oct 3, 2020",94 days
Tyrell Malacia,19/20,Ill,"Sep 4, 2019","Sep 11, 2019",7 days
Tyrell Malacia,18/19,Knock,"Jan 1, 2019","Feb 23, 2019",53 days
Brandon Williams,22/23,unknown injury,"Jul 8, 2022","Dec 4, 2022",149 days
Brandon Williams,20/21,Knock,"Jan 10, 2021","Feb 1, 2021",22 days
Brandon Williams,19/20,Head injury,"Jul 14, 2020","Jul 18, 2020",4 days
Scott McTominay,23/24,Knee injury,"Apr 5, 2024","Jun 13, 2024",69 days
Scott McTominay,23/24,unknown injury,"Apr 5, 2024","Apr 20, 2024",15 days
Scott McTominay,22/23,unknown injury,"Apr 9, 2023","May 11, 2023",32 days
Scott McTominay,22/23,unknown injury,"Jan 27, 2023","Feb 18, 2023",22 days
Scott McTominay,21/22,Foot injury,"Apr 6, 2022","Apr 18, 2022",12 days
Scott McTominay,21/22,Ill,"Feb 22, 2022","Mar 2, 2022",8 days
Scott McTominay,21/22,Groin injury,"Aug 26, 2021","Sep 16, 2021",21 days
Scott McTominay,20/21,Knock,"Feb 18, 2021","Feb 26, 2021",8 days
Scott McTominay,20/21,bruise,"Nov 22, 2020","Dec 1, 2020",9 days
Scott McTominay,19/20,Knee injury,"Dec 27, 2019","Feb 22, 2020",57 days
Scott McTominay,19/20,Knee injury,"Nov 11, 2019","Dec 4, 2019",23 days
Scott McTominay,18/19,bruise,"Dec 9, 2018","Jan 4, 2019",26 days
Scott McTominay,18/19,Knee injury,"Oct 7, 2018","Nov 2, 2018",26 days
Altay Bayindir,23/24,Groin problems,"Mar 15, 2024","Apr 5, 2024",21 days
Altay Bayindir,22/23,Hip problems,"Apr 14, 2023","Jun 20, 2023",67 days
Altay Bayindir,22/23,Fitness,"Dec 17, 2022","Dec 21, 2022",4 days
Altay Bayindir,22/23,Hip problems,"Dec 3, 2022","Dec 17, 2022",14 days
Altay Bayindir,22/23,Knee injury,"Jul 27, 2022","Aug 4, 2022",8 days
Altay Bayindir,21/22,Shoulder injury,"Oct 30, 2021","Feb 9, 2022",102 days
Altay Bayindir,20/21,Scaphoid fracture,"Apr 16, 2021","May 13, 2021",27 days
Altay Bayindir,19/20,Pubalgia,"Mar 12, 2020","Apr 6, 2020",25 days
Altay Bayindir,18/19,cold,"May 13, 2019","May 21, 2019",8 days
Amad Diallo,23/24,Fitness,"Dec 8, 2023","Dec 29, 2023",21 days
Amad Diallo,23/24,Knee injury,"Aug 3, 2023","Dec 7, 2023",126 days
Amad Diallo,21/22,unknown injury,"Mar 2, 2022","Mar 9, 2022",7 days
Amad Diallo,21/22,Thigh problems,"Aug 28, 2021","Oct 8, 2021",41 days
Kobbie Mainoo,23/24,Ankle injury,"Jul 27, 2023","Oct 22, 2023",87 days
Bruno Guimaraes,22/23,Ankle injury,"Feb 1, 2023","Feb 20, 2023",19 days
Bruno Guimaraes,22/23,Hamstring injury,"Aug 25, 2022","Sep 16, 2022",22 days
Bruno Guimaraes,20/21,Corona virus,"Jan 1, 2021","Jan 11, 2021",10 days
Alexander Isak,23/24,Groin injury,"Jan 30, 2024","Feb 23, 2024",24 days
Alexander Isak,23/24,Groin injury,"Oct 25, 2023","Nov 24, 2023",30 days
Alexander Isak,22/23,Thigh problems,"Sep 20, 2022","Jan 4, 2023",106 days
Alexander Isak,21/22,Hamstring injury,"Sep 20, 2021","Oct 5, 2021",15 days
Alexander Isak,21/22,Knee problems,"Aug 10, 2021","Aug 21, 2021",11 days
Alexander Isak,18/19,Arm injury,"Dec 21, 2018","Jan 19, 2019",29 days
Alexander Isak,18/19,Shoulder injury,"Nov 24, 2018","Dec 11, 2018",17 days
Alexander Isak,18/19,Ill,"Nov 10, 2018","Nov 15, 2018",5 days
Alexander Isak,18/19,bruise,"Oct 24, 2018","Oct 27, 2018",3 days
Alexander Isak,18/19,Shin bruise,"Sep 29, 2018","Oct 6, 2018",7 days
Alexander Isak,17/18,Knee problems,"Nov 2, 2017","Dec 4, 2017",32 days
Alexander Isak,16/17,Thigh problems,"Feb 27, 2017","Mar 2, 2017",3 days
Sandro Tonali,22/23,Rest,"Nov 17, 2022","Nov 25, 2022",8 days
Sandro Tonali,22/23,Muscle fatigue,"Sep 22, 2022","Sep 28, 2022",6 days
Sandro Tonali,22/23,unknown injury,"Aug 6, 2022","Aug 18, 2022",12 days
Sandro Tonali,21/22,Fever,"Mar 17, 2022","Mar 19, 2022",2 days
Sandro Tonali,20/21,Knee injury,"May 10, 2021","May 16, 2021",6 days
Sandro Tonali,20/21,Contracture,"Mar 3, 2021","Mar 7, 2021",4 days
Sandro Tonali,20/21,Bursitis,"Feb 5, 2021","Feb 9, 2021",4 days
Sandro Tonali,20/21,unknown injury,"Jan 26, 2021","Jan 27, 2021",1 days
Sandro Tonali,20/21,Shin bruise,"Jan 9, 2021","Jan 11, 2021",2 days
Sandro Tonali,20/21,Adductor injury,"Dec 20, 2020","Dec 22, 2020",2 days
Sandro Tonali,19/20,muscular problems,"Mar 8, 2020","Mar 24, 2020",16 days
Sandro Tonali,19/20,muscular problems,"Feb 10, 2020","Feb 19, 2020",9 days
Matt Targett,23/24,Achilles tendon problems,"Mar 18, 2024","May 31, 2024",74 days
Matt Targett,23/24,Hamstring injury,"Nov 1, 2023","Mar 4, 2024",124 days
Matt Targett,22/23,Heel injury,"Dec 30, 2022","Mar 1, 2023",61 days
Matt Targett,22/23,Dead leg,"Aug 6, 2022","Aug 23, 2022",17 days
Matt Targett,20/21,Knock,"Jan 21, 2021","Jan 22, 2021",1 days
Matt Targett,19/20,Muscle strain,"Jun 28, 2020","Jul 11, 2020",13 days
Matt Targett,19/20,Hamstring injury,"Dec 31, 2019","Jan 17, 2020",17 days
Matt Targett,19/20,Muscle strain,"Sep 29, 2019","Oct 4, 2019",5 days
Matt Targett,19/20,Hamstring injury,"Aug 29, 2019","Sep 24, 2019",26 days
Matt Targett,18/19,Knee injury,"Jan 20, 2019","Jan 29, 2019",9 days
Matt Targett,18/19,Head injury,"Nov 30, 2018","Dec 4, 2018",4 days
Matt Targett,17/18,Ankle problems,"Sep 19, 2017","Oct 16, 2017",27 days
Matt Targett,16/17,Hamstring injury,"Oct 16, 2016","May 4, 2017",200 days
Sven Botman,23/24,Cruciate ligament surgery,"Mar 20, 2024","Oct 1, 2024",195 days
Sven Botman,23/24,Knee injury,"Sep 28, 2023","Dec 15, 2023",78 days
Sven Botman,23/24,Ankle injury,"Aug 27, 2023","Sep 15, 2023",19 days
Sven Botman,22/23,Virus,"Mar 23, 2023","Mar 30, 2023",7 days
Sven Botman,21/22,Hamstring injury,"Mar 17, 2022","Apr 23, 2022",37 days
Sven Botman,21/22,Groin injury,"Oct 13, 2021","Nov 29, 2021",47 days
Sven Botman,17/18,Kidney problems,"Jan 20, 2018","Feb 16, 2018",27 days
Joelinton,23/24,Groin surgery,"Jan 6, 2024","May 3, 2024",118 days
Joelinton,23/24,Hamstring injury,"Dec 16, 2023","Dec 25, 2023",9 days
Joelinton,23/24,Hamstring injury,"Sep 13, 2023","Oct 15, 2023",32 days
Joelinton,22/23,Knock,"May 22, 2023","May 31, 2023",9 days
Joelinton,21/22,laceration,"May 22, 2022","Jun 15, 2022",24 days
Joelinton,21/22,Knock,"Mar 7, 2022","Mar 15, 2022",8 days
Joelinton,21/22,Groin injury,"Jan 22, 2022","Feb 5, 2022",14 days
Joelinton,19/20,Ankle injury,"Jul 2, 2020","Jul 4, 2020",2 days
Joelinton,19/20,Hamstring strain,"Feb 17, 2020","Feb 21, 2020",4 days
Joelinton,19/20,Shoulder injury,"Feb 6, 2020","Feb 15, 2020",9 days
Joelinton,19/20,Calf problems,"Dec 29, 2019","Dec 31, 2019",2 days
Joelinton,19/20,Groin injury,"Aug 18, 2019","Aug 24, 2019",6 days
Joelinton,18/19,Syndesmosis ligament tear,"Mar 30, 2019","May 6, 2019",37 days
Joelinton,18/19,Knee problems,"Dec 22, 2018","Dec 24, 2018",2 days
Joelinton,18/19,muscular problems,"Nov 27, 2018","Nov 29, 2018",2 days
Harvey Barnes,23/24,Hamstring injury,"Mar 2, 2024","Mar 30, 2024",28 days
Harvey Barnes,23/24,Foot injury,"Sep 24, 2023","Feb 1, 2024",130 days
Harvey Barnes,22/23,Hamstring injury,"Apr 8, 2023","Apr 23, 2023",15 days
Harvey Barnes,22/23,Knee injury,"Aug 5, 2022","Aug 17, 2022",12 days
Harvey Barnes,21/22,unknown injury,"Dec 15, 2021","Jan 15, 2022",31 days
Harvey Barnes,20/21,Knee injury,"Feb 28, 2021","Jun 30, 2021",122 days
Joe Willock,23/24,Achilles tendon problems,"Apr 6, 2024","May 20, 2024",44 days
Joe Willock,23/24,Achilles tendon problems,"Nov 24, 2023","Feb 23, 2024",91 days
Joe Willock,23/24,Hamstring injury,"Aug 1, 2023","Oct 23, 2023",83 days
Joe Willock,22/23,Hamstring injury,"May 18, 2023","Jun 5, 2023",18 days
Joe Willock,21/22,Knee injury,"May 1, 2022","May 25, 2022",24 days
Joe Willock,21/22,Knee injury,"Apr 4, 2022","Apr 10, 2022",6 days
Joe Willock,21/22,Corona virus,"Dec 21, 2021","Dec 31, 2021",10 days
Joe Willock,19/20,Calf injury,"Sep 2, 2019","Sep 14, 2019",12 days
Miguel Almiron,23/24,Knee injury,"Mar 30, 2024","May 3, 2024",34 days
Miguel Almiron,23/24,Ill,"Jan 25, 2024","Jan 30, 2024",5 days
Miguel Almiron,22/23,Thigh problems,"Mar 15, 2023","Apr 15, 2023",31 days
Miguel Almiron,20/21,Knee injury,"Feb 28, 2021","Mar 15, 2021",15 days
Miguel Almiron,20/21,Knock,"Nov 14, 2020","Nov 20, 2020",6 days
Miguel Almiron,19/20,Hamstring strain,"Jul 6, 2020","Jul 7, 2020",1 days
Miguel Almiron,19/20,Knock,"Feb 6, 2020","Feb 15, 2020",9 days
Miguel Almiron,19/20,Groin injury,"Jan 5, 2020","Jan 10, 2020",5 days
Miguel Almiron,19/20,Hamstring injury,"Dec 9, 2019","Dec 20, 2019",11 days
Miguel Almiron,19/20,Ankle injury,"Aug 26, 2019","Aug 30, 2019",4 days
Miguel Almiron,18/19,Hamstring injury,"Apr 20, 2019","Jun 8, 2019",49 days
Miguel Almiron,18/19,Muscle injury,"Oct 7, 2018","Oct 31, 2018",24 days
Miguel Almiron,17/18,Torn muscle bundle,"Sep 25, 2017","Oct 17, 2017",22 days
Nick Pope,23/24,Shoulder injury,"Dec 2, 2023","May 2, 2024",152 days
Nick Pope,22/23,Hand injury,"May 23, 2023","Jun 20, 2023",28 days
Nick Pope,22/23,Thigh problems,"Mar 19, 2023","Mar 31, 2023",12 days
Nick Pope,21/22,Corona virus,"Dec 29, 2021","Jan 6, 2022",8 days
Nick Pope,20/21,Knee surgery,"May 12, 2021","Jun 30, 2021",49 days
Nick Pope,20/21,Head injury,"Nov 27, 2020","Dec 4, 2020",7 days
Nick Pope,18/19,Shoulder injury,"Jul 26, 2018","Jan 4, 2019",162 days
Dan Burn,23/24,Back injury,"Nov 4, 2023","Dec 11, 2023",37 days
Dan Burn,22/23,concussion,"Aug 21, 2022","Aug 26, 2022",5 days
Dan Burn,21/22,Shoulder injury,"Dec 26, 2021","Dec 28, 2021",2 days
Dan Burn,21/22,Knee injury,"Oct 27, 2021","Nov 19, 2021",23 days
Dan Burn,21/22,Torn knee ligaments,"Jul 31, 2021","Sep 18, 2021",49 days
Dan Burn,19/20,Broken collarbone,"Jan 1, 2020","Feb 8, 2020",38 days
Emil Krafth,22/23,Cruciate ligament tear,"Aug 24, 2022","Aug 1, 2023",342 days
Emil Krafth,20/21,Ankle injury,"Jul 21, 2020","Sep 11, 2020",52 days
Emil Krafth,19/20,Ankle injury,"Jan 21, 2020","Jun 20, 2020",151 days
Emil Krafth,17/18,Lumbago,"Mar 26, 2018","Apr 7, 2018",12 days
Emil Krafth,16/17,flu,"Oct 25, 2016","Oct 28, 2016",3 days
Emil Krafth,16/17,Muscle injury,"Oct 15, 2016","Oct 23, 2016",8 days
Emil Krafth,15/16,Shin bruise,"Oct 26, 2015","Jan 1, 2016",67 days
Emil Krafth,15/16,Lumbago,"Aug 22, 2015","Sep 25, 2015",34 days
Tino Livramento,23/24,Ankle injury,"May 14, 2024","May 27, 2024",13 days
Tino Livramento,23/24,Ankle injury,"Mar 11, 2024","Apr 12, 2024",32 days
Tino Livramento,23/24,Ill,"Jan 12, 2024","Jan 20, 2024",8 days
Tino Livramento,21/22,Cruciate ligament tear,"Apr 25, 2022","Apr 13, 2023",353 days
Tino Livramento,21/22,Knee problems,"Jan 6, 2022","Feb 3, 2022",28 days
Sean Longstaff,23/24,Ankle injury,"Nov 11, 2023","Dec 8, 2023",27 days
Sean Longstaff,22/23,Outer ligament problems,"Apr 27, 2023","May 20, 2023",23 days
Sean Longstaff,20/21,Hamstring injury,"Jul 1, 2020","Jul 25, 2020",24 days
Sean Longstaff,19/20,Ankle injury,"Sep 1, 2019","Sep 28, 2019",27 days
Sean Longstaff,18/19,Knee injury,"Mar 3, 2019","Jul 1, 2019",120 days
Sean Longstaff,16/17,Dead leg,"May 15, 2017","May 21, 2017",6 days
Callum Wilson,23/24,Ill,"May 6, 2024","May 17, 2024",11 days
Callum Wilson,23/24,Chest injury,"Feb 11, 2024","Apr 15, 2024",64 days
Callum Wilson,23/24,Calf injury,"Dec 26, 2023","Feb 1, 2024",37 days
Callum Wilson,23/24,Hamstring injury,"Nov 7, 2023","Dec 8, 2023",31 days
Callum Wilson,23/24,Hamstring injury,"Sep 24, 2023","Oct 7, 2023",13 days
Callum Wilson,22/23,Corona virus,"Nov 1, 2022","Nov 11, 2022",10 days
Callum Wilson,22/23,Hamstring injury,"Aug 21, 2022","Sep 25, 2022",35 days
Callum Wilson,21/22,Calf injury,"Dec 27, 2021","May 1, 2022",125 days
Callum Wilson,21/22,Hamstring injury,"Aug 30, 2021","Oct 17, 2021",48 days
Callum Wilson,20/21,Hamstring injury,"May 8, 2021","May 25, 2021",17 days
Callum Wilson,20/21,Hamstring injury,"Feb 7, 2021","Apr 4, 2021",56 days
Callum Wilson,20/21,Hamstring injury,"Jan 4, 2021","Jan 11, 2021",7 days
Callum Wilson,20/21,Hamstring strain,"Nov 7, 2020","Nov 26, 2020",19 days
Callum Wilson,19/20,Hamstring injury,"Dec 8, 2019","Dec 20, 2019",12 days
Callum Wilson,18/19,Knee injury,"Jan 19, 2019","Mar 9, 2019",49 days
Ryan Fraser,22/23,Groin injury,"Jul 20, 2022","Aug 25, 2022",36 days
Ryan Fraser,21/22,Hamstring injury,"Apr 8, 2022","May 9, 2022",31 days
Ryan Fraser,20/21,Groin injury,"Apr 1, 2021","May 31, 2021",60 days
Ryan Fraser,20/21,Knock,"Jan 31, 2021","Feb 1, 2021",1 days
Ryan Fraser,20/21,Groin injury,"Dec 23, 2020","Jan 11, 2021",19 days
Ryan Fraser,20/21,Hamstring injury,"Nov 2, 2020","Dec 15, 2020",43 days
Ryan Fraser,19/20,Knock,"Dec 22, 2019","Dec 25, 2019",3 days
Ryan Fraser,19/20,Knock,"Nov 24, 2019","Nov 29, 2019",5 days
Ryan Fraser,19/20,Knock,"Nov 10, 2019","Nov 22, 2019",12 days
Ryan Fraser,19/20,Ill,"Sep 27, 2019","Oct 5, 2019",8 days
Ryan Fraser,18/19,Knock,"Mar 10, 2019","Mar 15, 2019",5 days
Ryan Fraser,18/19,Hamstring injury,"Jan 6, 2019","Jan 12, 2019",6 days
Ryan Fraser,18/19,Hamstring injury,"Oct 7, 2018","Oct 19, 2018",12 days
Ryan Fraser,18/19,Hamstring injury,"Sep 9, 2018","Sep 14, 2018",5 days
Ryan Fraser,15/16,Hamstring injury,"Feb 7, 2016","May 31, 2023",2670 days
Martin Dubravka,23/24,Ill,"Feb 21, 2024","Feb 26, 2024",5 days
Martin Dubravka,23/24,Fever,"Oct 11, 2023","Oct 13, 2023",2 days
Martin Dubravka,21/22,angina,"Mar 22, 2022","Apr 1, 2022",10 days
Martin Dubravka,21/22,Foot injury,"Jul 13, 2021","Sep 20, 2021",69 days
Martin Dubravka,20/21,Abdominal problems,"Mar 26, 2021","Apr 1, 2021",6 days
Martin Dubravka,20/21,Heel injury,"Aug 25, 2020","Dec 21, 2020",118 days
Martin Dubravka,19/20,Knee medial ligament tear,"Mar 7, 2020","Apr 1, 2020",25 days
Martin Dubravka,18/19,Groin injury,"Aug 1, 2018","Aug 10, 2018",9 days
Fabian Schar,23/24,Hamstring injury,"Apr 27, 2024","May 15, 2024",18 days
Fabian Schar,23/24,Strain in the thigh and gluteal muscles,"Dec 16, 2023","Dec 22, 2023",6 days
Fabian Schar,22/23,concussion,"Feb 27, 2023","Mar 5, 2023",6 days
Fabian Schar,21/22,Adductor pain,"Mar 23, 2022","Apr 1, 2022",9 days
Fabian Schar,20/21,Knee injury,"Feb 7, 2021","Apr 25, 2021",77 days
Fabian Schar,20/21,Knock,"Jan 27, 2021","Jan 29, 2021",2 days
Fabian Schar,20/21,Virus,"Nov 29, 2020","Dec 25, 2020",26 days
Fabian Schar,19/20,Shoulder injury,"Jul 16, 2020","Sep 28, 2020",74 days
Fabian Schar,19/20,Hamstring strain,"Jan 2, 2020","Jan 17, 2020",15 days
Fabian Schar,19/20,Knock,"Dec 29, 2019","Dec 31, 2019",2 days
Fabian Schar,19/20,Knee injury,"Oct 20, 2019","Nov 24, 2019",35 days
Fabian Schar,19/20,Calf injury,"Sep 15, 2019","Sep 20, 2019",5 days
Fabian Schar,18/19,Knock,"May 6, 2019","May 11, 2019",5 days
Fabian Schar,18/19,Strain in the thigh and gluteal muscles,"Apr 21, 2019","Apr 26, 2019",5 days
Fabian Schar,18/19,concussion,"Mar 23, 2019","Apr 5, 2019",13 days
Jamal Lewis,21/22,Groin surgery,"Mar 1, 2022","May 1, 2022",61 days
Jamal Lewis,21/22,Hamstring injury,"Dec 17, 2021","Jan 14, 2022",28 days
Jamal Lewis,20/21,Hamstring strain,"Feb 4, 2021","Feb 5, 2021",1 days
Jamal Lewis,20/21,Knee problems,"Dec 31, 2020","Jan 15, 2021",15 days
Jamal Lewis,20/21,Facial fracture,"Sep 21, 2020","Sep 26, 2020",5 days
Jamal Lewis,19/20,Tonsillitis,"Jan 5, 2020","Jan 10, 2020",5 days
Jamal Lewis,19/20,Knee injury,"Nov 18, 2019","Nov 30, 2019",12 days
Jamal Lewis,19/20,Arm injury,"Sep 29, 2019","Oct 4, 2019",5 days
Jamal Lewis,17/18,Knee injury,"Jul 31, 2017","Jan 1, 2018",154 days
Elliot Anderson,23/24,Back injury,"Oct 23, 2023","Feb 25, 2024",125 days
Elliot Anderson,20/21,Quarantine,"Oct 8, 2020","Oct 22, 2020",14 days
Isaac Hayden,22/23,Knee injury,"Jan 3, 2023","Apr 8, 2023",95 days
Isaac Hayden,22/23,Knee problems,"Jul 25, 2022","Oct 10, 2022",77 days
Isaac Hayden,21/22,Knee surgery,"Dec 28, 2021","Apr 20, 2022",113 days
Isaac Hayden,20/21,Knee injury,"Mar 20, 2021","Jun 1, 2021",73 days
Isaac Hayden,20/21,Corona virus,"Nov 25, 2020","Dec 11, 2020",16 days
Isaac Hayden,20/21,Hamstring strain,"Oct 18, 2020","Oct 24, 2020",6 days
Isaac Hayden,20/21,Hamstring strain,"Jul 5, 2020","Jul 25, 2020",20 days
Isaac Hayden,18/19,Hip injury,"Apr 21, 2019","Apr 26, 2019",5 days
Isaac Hayden,18/19,Back injury,"Jan 17, 2019","Jan 18, 2019",1 days
Isaac Hayden,18/19,Knock,"Nov 30, 2018","Dec 14, 2018",14 days
Isaac Hayden,16/17,Ankle surgery,"Feb 17, 2017","Mar 31, 2017",42 days
Isaac Hayden,14/15,Ankle injury,"Oct 20, 2014","Dec 1, 2014",42 days
Morgan Gibbs-White,20/21,Broken foot,"Oct 4, 2020","Jan 1, 2021",89 days
Morgan Gibbs-White,19/20,Ankle injury,"Mar 4, 2020","Jun 6, 2020",94 days
Morgan Gibbs-White,19/20,Back injury,"Nov 3, 2019","Jan 10, 2020",68 days
Morgan Gibbs-White,19/20,Knock,"Aug 8, 2019","Aug 10, 2019",2 days
Callum Hudson-Odoi,22/23,unknown injury,"Apr 19, 2023","May 9, 2023",20 days
Callum Hudson-Odoi,22/23,Knock,"Jan 28, 2023","Feb 1, 2023",4 days
Callum Hudson-Odoi,22/23,Knee problems,"Oct 13, 2022","Oct 20, 2022",7 days
Callum Hudson-Odoi,21/22,Achilles heel problems,"Feb 28, 2022","May 2, 2022",63 days
Callum Hudson-Odoi,20/21,Hip injury,"Dec 3, 2020","Dec 21, 2020",18 days
Callum Hudson-Odoi,19/20,Ankle injury,"Jun 15, 2020","Jun 29, 2020",14 days
Callum Hudson-Odoi,19/20,Corona virus,"Mar 12, 2020","Mar 26, 2020",14 days
Callum Hudson-Odoi,19/20,Hamstring injury,"Feb 3, 2020","Apr 6, 2020",63 days
Callum Hudson-Odoi,19/20,minor knock,"Nov 21, 2019","Nov 28, 2019",7 days
