Name,Season,Injury,From date,Till date,Days missed
Lucas Digne,15/16,Hamstring muscle injury,"Jan 29, 2016","Feb 5, 2016",7 days
Lucas Digne,13/14,ankle sprain,"Dec 6, 2013","Dec 31, 2013",25 days
Emiliano Martinez,21/22,Knee problems,"May 20, 2022","May 29, 2022",9 days
John McGinn,22/23,Hamstring strain,"Jan 1, 2023","Feb 4, 2023",34 days
John McGinn,20/21,Quarantine,"Jun 1, 2021","Jun 4, 2021",3 days
John McGinn,19/20,Ankle injury,"Dec 21, 2019","Jun 5, 2020",167 days
John McGinn,18/19,Hamstring strain,"Jul 9, 2018","Jul 14, 2018",5 days
John McGinn,16/17,Ankle surgery,"Nov 24, 2016","Dec 24, 2016",30 days
John McGinn,14/15,Hamstring injury,"Apr 22, 2015","May 31, 2015",39 days
John McGinn,14/15,Knee injury,"Oct 29, 2014","Nov 24, 2014",26 days
John McGinn,14/15,Ill,"Sep 2, 2014","Sep 25, 2014",23 days
Diego Carlos,22/23,Achilles tendon rupture,"Aug 11, 2022","Mar 12, 2023",213 days
Diego Carlos,21/22,Knock,"Feb 28, 2022","Mar 28, 2022",28 days
Diego Carlos,16/17,Knock,"Sep 12, 2016","Sep 29, 2016",17 days
Tyrone Mings,23/24,Cruciate ligament tear,"Aug 12, 2023","Jun 12, 2024",305 days
Tyrone Mings,19/20,Muscle strain,"Dec 9, 2019","Dec 31, 2019",22 days
Tyrone Mings,19/20,Calf injury,"Sep 29, 2019","Oct 4, 2019",5 days
Tyrone Mings,17/18,Back injury,"Sep 18, 2017","Apr 27, 2018",221 days
Tyrone Mings,15/16,Cruciate ligament tear,"Aug 29, 2015","Sep 19, 2016",387 days
Pau Torres,20/21,Muscle injury,"Mar 12, 2021","Apr 1, 2021",20 days
Pau Torres,19/20,Muscle injury,"Jan 23, 2020","Feb 13, 2020",21 days
Matty Cash,23/24,Hamstring injury,"Mar 21, 2024","Apr 12, 2024",22 days
Matty Cash,22/23,Fitness,"May 4, 2023","May 8, 2023",4 days
Matty Cash,22/23,Calf injury,"Mar 29, 2023","May 3, 2023",35 days
Matty Cash,22/23,Tendon rupture,"Sep 3, 2022","Sep 28, 2022",25 days
Matty Cash,16/17,Broken tibia,"Sep 11, 2016","Nov 24, 2016",74 days
Emiliano Buendia,20/21,Shin injury,"Sep 1, 2020","Sep 30, 2020",29 days
Emiliano Buendia,19/20,Muscle strain,"Jan 19, 2020","Jan 31, 2020",12 days
Emiliano Buendia,16/17,Ankle injury,"Nov 28, 2016","Dec 15, 2016",17 days
Emiliano Buendia,16/17,Ankle injury,"Jul 29, 2016","Nov 24, 2016",118 days
Ezri Konsa,23/24,Knee injury,"Feb 4, 2024","Mar 1, 2024",26 days
Ezri Konsa,21/22,Knee injury,"May 15, 2022","Jul 10, 2022",56 days
Ezri Konsa,20/21,bruise,"Dec 13, 2020","Dec 25, 2020",12 days
Ezri Konsa,19/20,Muscle strain,"Feb 2, 2020","Feb 15, 2020",13 days
Ezri Konsa,19/20,Muscle strain,"Aug 5, 2019","Aug 9, 2019",4 days
Douglas Luiz,18/19,Muscle injury,"May 1, 2019","May 10, 2019",9 days
Douglas Luiz,18/19,Muscle injury,"Mar 7, 2019","Apr 1, 2019",25 days
Douglas Luiz,18/19,Muscle injury,"Nov 1, 2018","Dec 1, 2018",30 days
Jacob Ramsey,23/24,Toe injury,"Mar 3, 2024","Jun 30, 2024",119 days
Jacob Ramsey,23/24,Hamstring injury,"Jan 13, 2024","Jan 29, 2024",16 days
Jacob Ramsey,23/24,Foot injury,"Oct 4, 2023","Nov 24, 2023",51 days
Jacob Ramsey,22/23,Hamstring injury,"Nov 23, 2022","Jan 8, 2023",46 days
Calum Chambers,19/20,Cruciate ligament tear,"Dec 29, 2019","Nov 8, 2020",315 days
Calum Chambers,18/19,Knock,"Dec 7, 2018","Dec 14, 2018",7 days
Calum Chambers,18/19,Ankle injury,"Oct 21, 2018","Nov 5, 2018",15 days
Calum Chambers,17/18,Hip injury,"Sep 21, 2017","Nov 18, 2017",58 days
Calum Chambers,16/17,Foot injury,"Feb 20, 2017","Apr 17, 2017",56 days
Calum Chambers,16/17,Foot injury,"Jan 26, 2017","Feb 2, 2017",7 days
Alex Moreno,22/23,Hamstring injury,"May 20, 2023","Sep 15, 2023",118 days
Alex Moreno,21/22,Muscle injury,"Jan 17, 2022","Jan 20, 2022",3 days
Alex Moreno,21/22,Muscle injury,"Jan 17, 2022","Jan 19, 2022",2 days
Alex Moreno,21/22,Muscle injury,"Aug 22, 2021","Sep 6, 2021",15 days
Alex Moreno,20/21,Corona virus,"Dec 28, 2020","Jan 8, 2021",11 days
Alex Moreno,19/20,muscular problems,"Nov 27, 2019","Dec 4, 2019",7 days
Alex Moreno,18/19,Ill,"Oct 17, 2018","Oct 24, 2018",7 days
Alex Moreno,16/17,Metacarpal fracture,"Jan 8, 2017","Jan 16, 2017",8 days
Alex Moreno,15/16,Muscle injury,"May 26, 2016","Jun 9, 2016",14 days
Alex Moreno,14/15,Ill,"Aug 22, 2014","Sep 1, 2014",10 days
Kortney Hause,20/21,Ankle injury,"Jan 3, 2021","Apr 5, 2021",92 days
Kortney Hause,20/21,Groin injury,"Oct 2, 2020","Dec 11, 2020",70 days
Kortney Hause,19/20,Bruised ribs,"Jul 10, 2020","Jul 20, 2020",10 days
Kortney Hause,19/20,Ankle injury,"Aug 11, 2019","Aug 22, 2019",11 days
Kortney Hause,18/19,Hip flexor problems,"Apr 6, 2019","Apr 19, 2019",13 days
Kortney Hause,15/16,Hamstring injury,"Oct 25, 2015","Feb 18, 2016",116 days
Ben Mee,23/24,Ankle injury,"Feb 26, 2024","Jun 30, 2024",125 days
Ben Mee,23/24,Muscle injury,"Sep 26, 2023","Oct 20, 2023",24 days
Ben Mee,21/22,Hairline fracture in the fibula,"Mar 1, 2022","Jun 30, 2022",121 days
Ben Mee,20/21,Head injury,"Feb 14, 2021","Feb 21, 2021",7 days
Ben Mee,20/21,Hamstring strain,"Jul 3, 2020","Nov 5, 2020",125 days
Ben Mee,17/18,Shin injury,"Apr 5, 2018","Jun 1, 2018",57 days
Ben Mee,Dec-13,Knee injury,"Dec 2, 2012","Mar 6, 2013",94 days
Bryan Mbeumo,23/24,Ankle injury,"Dec 7, 2023","Mar 12, 2024",96 days
Bryan Mbeumo,19/20,Corona virus,"Jun 19, 2020","Jun 25, 2020",6 days
Kristoffer Ajer,23/24,Calf strain,"Apr 6, 2024","Apr 20, 2024",14 days
Kristoffer Ajer,23/24,Foot injury,"Dec 2, 2023","Jan 16, 2024",45 days
Kristoffer Ajer,21/22,Hamstring injury,"Jul 9, 2022","Aug 31, 2022",53 days
Kristoffer Ajer,20/21,Quarantine,"Jan 9, 2021","Jan 19, 2021",10 days
Kristoffer Ajer,20/21,Groin injury,"Oct 29, 2020","Nov 7, 2020",9 days
Kristoffer Ajer,19/20,Virus,"Jan 25, 2020","Jan 29, 2020",4 days
Kristoffer Ajer,19/20,Knee problems,"Aug 29, 2019","Sep 12, 2019",14 days
Kristoffer Ajer,19/20,Groin problems,"Aug 29, 2019","Aug 30, 2019",1 days
Kristoffer Ajer,18/19,Eyebow fracture,"Nov 11, 2018","Dec 15, 2018",34 days
Kristoffer Ajer,18/19,Hamstring injury,"Sep 22, 2018","Oct 27, 2018",35 days
Kristoffer Ajer,18/19,Virus,"Sep 18, 2018","Sep 22, 2018",4 days
Kristoffer Ajer,16/17,Knee injury,"Jul 22, 2016","Aug 1, 2016",10 days
Rico Henry,23/24,Knee injury,"Sep 16, 2023","Jun 30, 2024",288 days
Rico Henry,17/18,Knee injury,"Sep 30, 2017","Nov 23, 2018",419 days
Rico Henry,16/17,Shoulder injury,"Aug 15, 2016","Feb 20, 2017",189 days
Keane Lewis-Potter,22/23,Knee injury,"Mar 5, 2023","May 2, 2023",58 days
Keane Lewis-Potter,22/23,Fitness,"Oct 11, 2022","Oct 31, 2022",20 days
Keane Lewis-Potter,22/23,Ligament injury,"Sep 5, 2022","Oct 10, 2022",35 days
Christian Norgaard,23/24,Back injury,"Mar 9, 2024","Apr 16, 2024",38 days
Christian Norgaard,23/24,Foot injury,"Jan 5, 2024","Jan 30, 2024",25 days
Christian Norgaard,20/21,Ankle injury,"Dec 25, 2020","Feb 25, 2021",62 days
Christian Norgaard,20/21,Ankle injury,"Oct 4, 2020","Dec 16, 2020",73 days
Christian Norgaard,18/19,unknown injury,"Oct 17, 2018","Nov 1, 2018",15 days
Christian Norgaard,14/15,Broken collarbone,"Aug 4, 2014","Oct 16, 2014",73 days
Christian Norgaard,13/14,Torn knee ligaments,"Mar 13, 2014","May 8, 2014",56 days
Christian Norgaard,13/14,Torn ankle ligaments,"Jul 4, 2013","Aug 15, 2013",42 days
Christian Norgaard,Dec-13,Syndesmotic ligament tear,"Sep 24, 2012","Nov 29, 2012",66 days
Nathan Collins,23/24,Injury to the ankle,"Nov 18, 2023","Dec 15, 2023",27 days
Nathan Collins,20/21,Hamstring injury,"Oct 25, 2020","Nov 15, 2020",21 days
Nathan Collins,20/21,Metacarpal fracture,"Sep 21, 2020","Oct 14, 2020",23 days
Nathan Collins,20/21,Metacarpal fracture,"Aug 28, 2020","Sep 19, 2020",22 days
Mikkel Damsgaard,23/24,Knee surgery,"Sep 29, 2023","Dec 5, 2023",67 days
Mikkel Damsgaard,23/24,Adductor pain,"Aug 26, 2023","Sep 27, 2023",32 days
Mikkel Damsgaard,21/22,Thigh problems,"Oct 12, 2021","Apr 15, 2022",185 days
Mikkel Damsgaard,20/21,Fever,"Mar 3, 2021","Mar 7, 2021",4 days
Josh Dasilva,23/24,Ankle injury,"Dec 6, 2023","Mar 30, 2024",115 days
Josh Dasilva,23/24,Hamstring injury,"Aug 19, 2023","Jan 4, 2024",138 days
Josh Dasilva,20/21,Hip injury,"Feb 28, 2021","Feb 4, 2022",341 days
Mark Flekken,23/24,cold,"Oct 3, 2023","Oct 19, 2023",16 days
Mark Flekken,21/22,Corona virus,"Jan 7, 2022","Jan 17, 2022",10 days
Mark Flekken,20/21,Elbow injury,"Sep 13, 2020","Mar 22, 2021",190 days
Mark Flekken,19/20,Syndesmotic ligament tear,"Aug 1, 2019","Sep 30, 2019",60 days
Mark Flekken,18/19,Adductor pain,"Mar 28, 2019","May 1, 2019",34 days
Mark Flekken,17/18,Thigh problems,"Apr 27, 2018","May 18, 2018",21 days
Mark Flekken,16/17,Hamstring injury,"Feb 17, 2017","Feb 21, 2017",4 days
Mark Flekken,14/15,Cruciate ligament tear,"Jul 18, 2014","Jan 5, 2015",171 days
Mark Flekken,Dec-13,Adductor pain,"Apr 14, 2013","Apr 22, 2013",8 days
Aaron Hickey,22/23,Ankle injury,"Oct 10, 2022","Dec 31, 2022",82 days
Aaron Hickey,21/22,Corona virus,"Jan 1, 2022","Jan 13, 2022",12 days
Aaron Hickey,20/21,surgery,"Apr 3, 2021","Jun 7, 2021",65 days
Aaron Hickey,20/21,Shoulder injury,"Feb 28, 2021","Mar 13, 2021",13 days
Aaron Hickey,20/21,Corona virus,"Dec 13, 2020","Jan 1, 2021",19 days
Aaron Hickey,20/21,unknown injury,"Nov 7, 2020","Nov 22, 2020",15 days
Aaron Hickey,19/20,Knee injury,"Jan 18, 2020","Feb 14, 2020",27 days
Aaron Hickey,19/20,Knock,"Dec 2, 2019","Dec 13, 2019",11 days
Vitaly Janelt,22/23,Knee injury,"Mar 15, 2023","Apr 6, 2023",22 days
Vitaly Janelt,18/19,Adductor injury,"Mar 25, 2019","May 31, 2019",67 days
Vitaly Janelt,17/18,Knee problems,"Aug 28, 2017","Nov 13, 2017",77 days
Vitaly Janelt,16/17,Knee problems,"May 10, 2017","Aug 7, 2017",89 days
Ethan Pinnock,23/24,Ankle injury,"Feb 10, 2024","Apr 13, 2024",63 days
Thomas Strakosha,22/23,Ankle injury,"Sep 30, 2022","Jan 1, 2023",93 days
Thomas Strakosha,20/21,Knee problems,"Jan 23, 2021","Feb 23, 2021",31 days
Thomas Strakosha,20/21,Hamstring injury,"Jan 6, 2021","Jan 18, 2021",12 days
Thomas Strakosha,20/21,Corona virus,"Nov 3, 2020","Nov 22, 2020",19 days
Thomas Strakosha,20/21,Quarantine,"Oct 27, 2020","Oct 31, 2020",4 days
Thomas Strakosha,19/20,flu,"Nov 26, 2019","Nov 30, 2019",4 days
Thomas Strakosha,18/19,Achilles heel problems,"May 18, 2019","Jul 31, 2019",74 days
Thomas Strakosha,18/19,Achilles tendon problems,"May 7, 2019","May 13, 2019",6 days
Thomas Strakosha,17/18,Thigh problems,"Oct 2, 2017","Oct 10, 2017",8 days
Thomas Strakosha,16/17,influenza,"May 19, 2017","May 24, 2017",5 days
Mads Roerslev,20/21,Foot injury,"Sep 1, 2020","Dec 1, 2020",91 days
Ivan Toney,15/16,Ankle injury,"Jan 22, 2016","Mar 22, 2016",60 days
Shandon Baptiste,23/24,Shoulder injury,"Aug 25, 2023","Nov 11, 2023",78 days
Shandon Baptiste,20/21,Knee surgery,"Oct 30, 2020","Mar 30, 2021",151 days
Shandon Baptiste,20/21,Knee injury,"Sep 23, 2020","Oct 29, 2020",36 days
Shandon Baptiste,20/21,Knee injury,"Sep 10, 2020","Sep 14, 2020",4 days
Shandon Baptiste,18/19,Cruciate ligament tear,"Oct 21, 2018","Aug 29, 2019",312 days
Kevin Schade,23/24,Adductor injury,"Sep 23, 2023","Apr 10, 2024",200 days
Kevin Schade,21/22,Abdominal muscle strain,"Mar 10, 2022","Sep 11, 2022",185 days
Kevin Schade,20/21,Broken jaw,"Mar 1, 2021","Apr 5, 2021",35 days
Kevin Schade,20/21,Torn lateral ankle ligament,"Jan 4, 2021","Feb 15, 2021",42 days
Yegor Yarmolyuk,22/23,unknown injury,"Jun 1, 2023","Jun 29, 2023",28 days
Yegor Yarmolyuk,22/23,unknown injury,"Mar 15, 2023","Apr 6, 2023",22 days
Ryan Trevitt,23/24,Ankle surgery,"Dec 23, 2023","Jun 30, 2024",190 days
Lewis Dunk,21/22,Knee injury,"Dec 1, 2021","Jan 22, 2022",52 days
Lewis Dunk,18/19,Knock,"Feb 10, 2019","Feb 25, 2019",15 days
Lewis Dunk,18/19,Ankle injury,"Aug 20, 2018","Aug 31, 2018",11 days
Kaoru Mitoma,23/24,Ankle injury,"Dec 22, 2023","Jan 25, 2024",34 days
Kaoru Mitoma,23/24,unknown injury,"Nov 15, 2023","Nov 29, 2023",14 days
Kaoru Mitoma,21/22,Ankle sprain,"Jan 11, 2022","Feb 17, 2022",37 days
Pascal Gross,21/22,Corona virus,"Dec 14, 2021","Dec 25, 2021",11 days
Pascal Gross,18/19,Hamstring injury,"Feb 26, 2019","Apr 16, 2019",49 days
Pascal Gross,18/19,Ankle injury,"Sep 1, 2018","Nov 22, 2018",82 days
Pascal Gross,15/16,cold,"Jan 4, 2016","Jan 6, 2016",2 days
Pascal Gross,14/15,muscle stiffness,"May 21, 2015","May 26, 2015",5 days
James Milner,23/24,Muscle injury,"Sep 20, 2023","Oct 15, 2023",25 days
James Milner,22/23,Hamstring injury,"Dec 22, 2022","Jan 14, 2023",23 days
James Milner,22/23,concussion,"Nov 1, 2022","Nov 11, 2022",10 days
James Milner,21/22,Hamstring injury,"Oct 24, 2021","Nov 22, 2021",29 days
James Milner,21/22,Muscle injury,"Aug 15, 2021","Sep 8, 2021",24 days
James Milner,20/21,unknown injury,"May 2, 2021","May 17, 2021",15 days
James Milner,20/21,Hamstring injury,"Nov 28, 2020","Dec 26, 2020",28 days
James Milner,20/21,Calf injury,"Sep 21, 2020","Sep 27, 2020",6 days
James Milner,20/21,Hamstring strain,"Jul 9, 2020","Jul 21, 2020",12 days
James Milner,19/20,Hamstring injury,"Jun 22, 2020","Jun 30, 2020",8 days
James Milner,19/20,Hamstring injury,"Feb 19, 2020","Mar 2, 2020",12 days
James Milner,19/20,Hip injury,"Jan 6, 2020","Feb 14, 2020",39 days
James Milner,18/19,bruise,"Mar 4, 2019","Mar 16, 2019",12 days
James Milner,18/19,Hamstring injury,"Dec 22, 2018","Jan 2, 2019",11 days
Danny Welbeck,23/24,Hamstring injury,"Oct 21, 2023","Dec 16, 2023",56 days
Danny Welbeck,22/23,Calf injury,"Feb 4, 2023","Feb 4, 2023",0 days
Danny Welbeck,22/23,unknown injury,"Dec 23, 2022","Jan 4, 2023",12 days
Danny Welbeck,21/22,Hamstring injury,"Sep 27, 2021","Dec 25, 2021",89 days
Danny Welbeck,21/22,Hamstring injury,"Jul 24, 2021","Aug 27, 2021",34 days
Danny Welbeck,20/21,Knee problems,"Dec 30, 2020","Feb 5, 2021",37 days
Danny Welbeck,20/21,bruise,"Oct 20, 2020","Oct 25, 2020",5 days
Danny Welbeck,19/20,Hamstring injury,"Oct 20, 2019","Jan 31, 2020",103 days
Danny Welbeck,18/19,Ankle injury,"Nov 9, 2018","May 31, 2019",203 days
Danny Welbeck,17/18,Groin strain,"Oct 16, 2017","Nov 18, 2017",33 days
Danny Welbeck,17/18,Hip injury,"Sep 18, 2017","Oct 12, 2017",24 days
Danny Welbeck,16/17,Toe injury,"Apr 17, 2017","Apr 20, 2017",3 days
Danny Welbeck,15/16,Cartilage damage,"May 9, 2016","Jan 2, 2017",238 days
Danny Welbeck,15/16,Knee surgery,"Sep 3, 2015","Feb 4, 2016",154 days
Danny Welbeck,14/15,Patellar tendon problems,"May 4, 2015","Sep 3, 2015",122 days
Joao Pedro,23/24,Hamstring injury,"Feb 7, 2024","Apr 1, 2024",54 days
Joao Pedro,22/23,Ankle injury,"Dec 26, 2022","Feb 20, 2023",56 days
Joao Pedro,22/23,Calf injury,"Sep 20, 2022","Oct 10, 2022",20 days
Joao Pedro,19/20,Ankle injury,"Jul 21, 2019","Aug 8, 2019",18 days
Adam Webster,23/24,unknown injury,"Nov 24, 2023","Jan 1, 2024",38 days
Adam Webster,22/23,muscular problems,"May 10, 2023","May 22, 2023",12 days
Adam Webster,22/23,minor knock,"Dec 20, 2022","Jan 5, 2023",16 days
Adam Webster,21/22,Groin injury,"Feb 18, 2022","Apr 8, 2022",49 days
Adam Webster,21/22,Calf injury,"Dec 1, 2021","Dec 25, 2021",24 days
Adam Webster,21/22,Hamstring injury,"Sep 11, 2021","Oct 18, 2021",37 days
Adam Webster,20/21,Ankle injury,"Feb 7, 2021","Feb 23, 2021",16 days
Adam Webster,19/20,Groin injury,"Jul 17, 2020","Jul 19, 2020",2 days
Adam Webster,19/20,Hamstring strain,"Jun 24, 2020","Jul 3, 2020",9 days
Adam Webster,19/20,Ankle injury,"Nov 2, 2019","Nov 22, 2019",20 days
Adam Webster,18/19,Knock,"May 5, 2019","Jul 5, 2019",61 days
Adam Webster,18/19,Ankle sprain,"Jan 12, 2019","Feb 1, 2019",20 days
Adam Webster,18/19,Head injury,"Jan 1, 2019","Jan 4, 2019",3 days
Adam Webster,18/19,Achilles tendon problems,"Dec 15, 2018","Dec 20, 2018",5 days
Adam Webster,17/18,Hamstring injury,"Apr 9, 2018","Apr 27, 2018",18 days
Pervis Estupinan,23/24,Muscle injury,"Apr 14, 2024","Jun 30, 2024",77 days
Pervis Estupinan,23/24,Muscle injury,"Nov 9, 2023","Dec 27, 2023",48 days
Pervis Estupinan,23/24,Muscle injury,"Sep 30, 2023","Nov 8, 2023",39 days
Pervis Estupinan,20/21,Muscle injury,"Mar 26, 2021","Apr 22, 2021",27 days
Pervis Estupinan,20/21,Muscle injury,"Dec 14, 2020","Dec 17, 2020",3 days
Pervis Estupinan,20/21,Muscle injury,"Oct 14, 2020","Oct 31, 2020",17 days
Pervis Estupinan,18/19,Inner ligament injury,"Apr 1, 2019","May 18, 2019",47 days
Pervis Estupinan,18/19,Pneumothorax,"Oct 28, 2018","Nov 26, 2018",29 days
Pervis Estupinan,17/18,Muscle injury,"Dec 23, 2017","Feb 1, 2018",40 days
Pervis Estupinan,17/18,Hamstring injury,"Nov 8, 2017","Dec 6, 2017",28 days
Solly March,21/22,Hamstring injury,"Aug 28, 2021","Sep 10, 2021",13 days
Solly March,20/21,Knock,"Feb 5, 2021","Jul 1, 2021",146 days
Solly March,20/21,Ankle injury,"Nov 2, 2020","Nov 20, 2020",18 days
Solly March,20/21,Muscle injury,"Jul 6, 2020","Jul 13, 2020",7 days
Solly March,19/20,minor knock,"Jan 17, 2020","Jan 19, 2020",2 days
Solly March,19/20,Groin injury,"Nov 24, 2019","Jan 10, 2020",47 days
Solly March,19/20,Hamstring strain,"Sep 26, 2019","Oct 4, 2019",8 days
Solly March,19/20,Muscle injury,"Sep 19, 2019","Sep 23, 2019",4 days
Solly March,18/19,Ankle injury,"Feb 10, 2019","Feb 25, 2019",15 days
Solly March,17/18,Knee injury,"Aug 7, 2017","Aug 11, 2017",4 days
Joel Veltman,23/24,Knee injury,"Dec 17, 2023","Feb 5, 2024",50 days
Joel Veltman,21/22,Ankle injury,"Dec 15, 2021","Dec 28, 2021",13 days
Joel Veltman,21/22,Corona virus,"Aug 14, 2021","Aug 27, 2021",13 days
Joel Veltman,20/21,Knock,"Feb 2, 2021","Feb 5, 2021",3 days
Joel Veltman,19/20,Knee surgery,"Feb 2, 2020","May 31, 2020",119 days
Joel Veltman,19/20,Muscle injury,"Nov 22, 2019","Nov 29, 2019",7 days
Joel Veltman,17/18,Cruciate ligament tear,"Apr 20, 2018","Feb 1, 2019",287 days
Joel Veltman,17/18,Rest,"Oct 25, 2017","Oct 25, 2017",0 days
Joel Veltman,16/17,Ill,"Feb 15, 2017","Feb 17, 2017",2 days
Joel Veltman,16/17,Rest,"Oct 26, 2016","Oct 26, 2016",0 days
Joel Veltman,16/17,Rest,"Sep 21, 2016","Sep 21, 2016",0 days
Joel Veltman,15/16,Ill,"Nov 25, 2015","Nov 27, 2015",2 days
Joel Veltman,14/15,Thigh problems,"Feb 16, 2015","Feb 25, 2015",9 days
Joel Veltman,14/15,Hamstring strain,"Jan 11, 2015","Feb 6, 2015",26 days
Joel Veltman,13/14,Knee problems,"Aug 6, 2013","Sep 29, 2013",54 days
Igor,22/23,unknown injury,"Aug 9, 2022","Aug 23, 2022",14 days
Igor,20/21,unknown injury,"Mar 3, 2021","Apr 16, 2021",44 days
Igor,17/18,Achilles tendon irritation,"Aug 5, 2017","Aug 17, 2017",12 days
Igor,16/17,bruise,"Nov 24, 2016","Dec 31, 2016",37 days
Tariq Lamptey,23/24,unknown injury,"Nov 25, 2023","Jan 5, 2024",41 days
Tariq Lamptey,22/23,Knee injury,"Mar 5, 2023","May 31, 2023",87 days
Tariq Lamptey,21/22,Knee injury,"Apr 21, 2022","Apr 29, 2022",8 days
Tariq Lamptey,20/21,Hamstring injury,"Mar 6, 2021","Sep 18, 2021",196 days
Tariq Lamptey,20/21,Rest,"Feb 26, 2021","Feb 28, 2021",2 days
Tariq Lamptey,20/21,Hamstring injury,"Dec 16, 2020","Feb 24, 2021",70 days
Tariq Lamptey,20/21,Hamstring strain,"Dec 8, 2020","Dec 15, 2020",7 days
Tariq Lamptey,20/21,Hamstring injury,"Oct 4, 2020","Oct 17, 2020",13 days
Evan Ferguson,23/24,Ankle injury,"Apr 1, 2024","Jun 30, 2024",90 days
Evan Ferguson,23/24,Knee injury,"Sep 5, 2023","Sep 23, 2023",18 days
Evan Ferguson,22/23,Ankle injury,"Apr 15, 2023","May 5, 2023",20 days
Valentin Barco,23/24,Adductor pain,"Aug 24, 2023","Aug 29, 2023",5 days
Valentin Barco,21/22,Corona virus,"Aug 16, 2021","Aug 26, 2021",10 days
Abdallah Sima,23/24,Hamstring injury,"Jan 23, 2024","Mar 28, 2024",65 days
Abdallah Sima,21/22,Groin injury,"Dec 10, 2021","Mar 18, 2022",98 days
Abdallah Sima,21/22,Back injury,"Nov 2, 2021","Dec 4, 2021",32 days
Abdallah Sima,21/22,Ankle injury,"Sep 24, 2021","Oct 29, 2021",35 days
Abdallah Sima,21/22,Fitness,"Jul 12, 2021","Jul 28, 2021",16 days
Abdallah Sima,20/21,Groin injury,"Apr 9, 2021","May 7, 2021",28 days
Billy Gilmour,21/22,Ankle injury,"Jan 8, 2022","Feb 5, 2022",28 days
Billy Gilmour,20/21,Corona virus,"Jun 21, 2021","Jul 1, 2021",10 days
Billy Gilmour,20/21,Knee injury,"Jul 9, 2020","Nov 17, 2020",131 days
Jeremy Sarmiento,22/23,Metatarsal fracture,"Mar 25, 2023","Jun 1, 2023",68 days
Jeremy Sarmiento,22/23,Knee injury,"Aug 14, 2022","Aug 31, 2022",17 days
Jeremy Sarmiento,21/22,Hamstring injury,"Apr 26, 2022","May 24, 2022",28 days
Jeremy Sarmiento,21/22,Hamstring injury,"Dec 2, 2021","Mar 10, 2022",98 days
Jason Steele,21/22,Corona virus,"Dec 14, 2021","Dec 28, 2021",14 days
Jason Steele,20/21,Knock,"Jan 12, 2021","Feb 9, 2021",28 days
Jason Steele,18/19,Knock,"Feb 10, 2019","May 31, 2019",110 days
Jason Steele,13/14,Ankle injury,"Dec 10, 2013","Dec 16, 2013",6 days
Facundo Buonanotte,22/23,Cervical spine injury,"Jan 22, 2023","Feb 1, 2023",10 days
Simon Adingra,23/24,Hamstring injury,"Dec 27, 2023","Jan 20, 2024",24 days
Simon Adingra,22/23,Hip injury,"Jan 12, 2023","Jan 16, 2023",4 days
Julio Enciso,23/24,Meniscus tear,"Aug 22, 2023","Feb 21, 2024",183 days
Julio Enciso,21/22,Facial injury,"May 8, 2022","Aug 29, 2022",113 days
Julio Enciso,20/21,Facial injury,"May 21, 2021","Jun 20, 2021",30 days
Raheem Sterling,23/24,unknown injury,"Apr 25, 2024","May 5, 2024",10 days
Raheem Sterling,23/24,Ill,"Apr 11, 2024","Apr 16, 2024",5 days
Raheem Sterling,22/23,Hamstring injury,"Mar 9, 2023","Apr 2, 2023",24 days
Raheem Sterling,22/23,Knee problems,"Feb 9, 2023","Feb 12, 2023",3 days
Raheem Sterling,22/23,Hamstring injury,"Jan 5, 2023","Feb 2, 2023",28 days
Raheem Sterling,20/21,Knock,"Jan 8, 2021","Jan 12, 2021",4 days
Raheem Sterling,20/21,Calf strain,"Nov 14, 2020","Nov 20, 2020",6 days
Raheem Sterling,19/20,Hamstring injury,"Feb 2, 2020","Feb 24, 2020",22 days
Raheem Sterling,18/19,Back injury,"Sep 2, 2018","Sep 14, 2018",12 days
Raheem Sterling,17/18,Hamstring injury,"Feb 13, 2018","Mar 11, 2018",26 days
Raheem Sterling,17/18,Back problems,"Nov 6, 2017","Nov 15, 2017",9 days
Raheem Sterling,16/17,Calf strain,"Oct 3, 2016","Oct 14, 2016",11 days
Raheem Sterling,15/16,Groin injury,"Mar 21, 2016","Apr 18, 2016",28 days
Raheem Sterling,14/15,Ankle injury,"Feb 8, 2015","Feb 19, 2015",11 days
Raheem Sterling,Dec-13,Hip injury,"Apr 3, 2013","Jul 12, 2013",100 days
Reece James,23/24,surgery,"Dec 11, 2023","May 10, 2024",151 days
Reece James,23/24,Hamstring injury,"Aug 13, 2023","Oct 6, 2023",54 days
Reece James,22/23,Hamstring injury,"Apr 25, 2023","May 31, 2023",36 days
Reece James,22/23,Thigh problems,"Mar 26, 2023","Mar 31, 2023",5 days
Reece James,22/23,Ill,"Mar 9, 2023","Mar 15, 2023",6 days
Reece James,22/23,Hamstring injury,"Mar 1, 2023","Mar 5, 2023",4 days
Reece James,22/23,Knee injury,"Dec 27, 2022","Jan 31, 2023",35 days
Reece James,22/23,Knee injury,"Oct 13, 2022","Dec 12, 2022",60 days
Reece James,21/22,Hamstring injury,"Apr 21, 2022","Apr 28, 2022",7 days
Reece James,21/22,Muscle injury,"Mar 3, 2022","Mar 21, 2022",18 days
Reece James,21/22,Fitness,"Feb 14, 2022","Feb 24, 2022",10 days
Reece James,21/22,Hamstring injury,"Dec 27, 2021","Feb 14, 2022",49 days
